tipo,nome,id_cnpj,id_localidade,id
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,1,1,1
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,2,2,2
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,3,3,3
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,4,4,4
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,5,5,5
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,6,6,6
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,7,7,7
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,8,8,8
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,9,9,9
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,10,10,10
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,11,11,11
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,12,12,12
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,13,13,13
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,14,14,14
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,15,15,15
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,16,16,16
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,17,17,17
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,18,18,18
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,19,19,19
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,20,20,20
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,21,21,21
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,22,22,22
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,23,23,23
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,24,24,24
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,25,25,25
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,26,26,26
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,27,27,27
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,28,28,28
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,29,29,29
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,30,30,30
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,31,31,31
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,32,32,32
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,33,33,33
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,34,34,34
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,35,35,35
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,36,36,36
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,37,37,37
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,38,38,38
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,39,39,39
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,40,40,40
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,41,41,41
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,42,42,42
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,43,43,43
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,44,44,44
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,45,45,45
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,46,46,46
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,47,47,47
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,48,48,48
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,49,49,49
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,50,50,50
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,51,51,51
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,52,52,52
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,53,53,53
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,54,54,54
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,55,55,55
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,56,56,56
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,57,57,57
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,58,58,58
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,59,59,59
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,60,60,60
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,61,61,61
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,62,62,62
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,63,63,63
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,64,64,64
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,65,65,65
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,66,66,66
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,67,67,67
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,68,68,68
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,69,69,69
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,70,70,70
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,71,71,71
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,72,72,72
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,73,73,73
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,74,74,74
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,75,75,75
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,76,76,76
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,77,77,77
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,78,78,78
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,79,79,79
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,80,80,80
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,81,81,81
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,82,82,82
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,83,83,83
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,84,84,84
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,85,85,85
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,86,86,86
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,87,87,87
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,88,88,88
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,89,89,89
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,90,90,90
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,91,91,91
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,92,92,92
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,93,93,93
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,94,94,94
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,95,95,95
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,96,96,96
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,97,97,97
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,98,98,98
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,99,99,99
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,100,100,100
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,101,101,101
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,102,102,102
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,103,103,103
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,104,104,104
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,105,105,105
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,106,106,106
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,107,107,107
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,108,108,108
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,109,109,109
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,110,110,110
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,111,111,111
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,112,112,112
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,113,113,113
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,114,114,114
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,115,115,115
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,116,116,116
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,117,117,117
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,118,118,118
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,119,119,119
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,120,120,120
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,121,121,121
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,122,122,122
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,123,123,123
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,124,124,124
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,125,125,125
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,126,126,126
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,127,127,127
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,128,128,128
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,129,129,129
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,130,130,130
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,131,131,131
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,132,132,132
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,133,133,133
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,134,134,134
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,135,135,135
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,136,136,136
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,137,137,137
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,138,138,138
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,139,139,139
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,140,140,140
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,141,141,141
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,142,142,142
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,143,143,143
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,144,144,144
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,145,145,145
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,146,146,146
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,147,147,147
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,148,148,148
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,149,149,149
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,150,150,150
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,151,151,151
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,152,152,152
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,153,153,153
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,154,154,154
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,155,155,155
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,156,156,156
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,157,157,157
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,158,158,158
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,159,159,159
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,160,160,160
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,161,161,161
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,162,162,162
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,163,163,163
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,164,164,164
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,165,165,165
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,166,166,166
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,167,167,167
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,168,168,168
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,169,169,169
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,170,170,170
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,171,171,171
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,172,172,172
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,173,173,173
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,174,174,174
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,175,175,175
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,176,176,176
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,177,177,177
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,178,178,178
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,179,179,179
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,180,180,180
OPAC,Associação Ecovida de Certificação Participativa,181,181,181
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,182,182,182
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,183,183,183
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,184,184,184
OCS,ORGÂNICO DO POTENGI,185,185,185
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,186,186,186
OPAC,Rede Borborema de Agroecologia,187,187,187
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,188,188,188
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,189,189,189
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,190,190,190
CERTIFICADORA,AGRICONTROL S/A,191,191,191
OPAC,ACEPI,192,192,192
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,193,193,193
OPAC,ORGÂNICOS SUL DE MINAS,194,194,194
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,195,195,195
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,196,196,196
OCS,GRUPO DE HORTICULTORES DA HORTA COMUNITÁRIA DO CONJUNTO NOVA VIDA,197,197,197
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,198,198,198
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,199,199,199
OCS,GRUPO DE PRODUTORES ORGÂNICOS DE RIO GRANDE/RS-GPORG,200,200,200
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,201,201,201
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,202,202,202
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,203,203,203
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,204,204,204
OCS,ASSOCIAÇÃO DOS PRODUTORES ORGÂNICOS DO ESTADO DO PARÁ-PARÁ ORGÂNICO,205,205,205
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,206,206,206
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,207,207,207
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,208,208,208
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,209,209,209
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,210,210,210
OCS,ASSOCIAÇÃO DOS PRODUTORES RURAIS DE CARAUARI-ASPROC,211,211,211
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,212,212,212
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,213,213,213
OPAC,Associação Ecovida de Certificação Participativa,214,214,214
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,215,215,215
OCS,ASSOCIAÇÃO DOS PRODUTORES ORGÂNICOS DE MESSIAS TARGINO-APOMT,216,216,216
OCS,ASSOCIAÇÃO DE PRODUTORES E PRODUTORAS DA FEIRA AGROECOLÓGICA DE MOSSORÓ - APROFAM,217,217,217
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,218,218,218
OPAC,Associação Ecovida de Certificação Participativa,219,219,219
OCS,ASSOCIAÇÃO DOS PRODUTORES ORGÂNICOS DE MESSIAS TARGINO-APOMT,220,220,220
Certificadora,Kiwa BCS Brasil,221,221,221
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,222,222,222
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,223,223,223
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,224,224,224
OPAC,ASSOCIACAO BROTA CERRADO DA SERRA DA CANASTRA DE CERTIFICACAO PARTICIPATIVA,225,225,225
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,226,226,226
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,227,227,227
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,228,228,228
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,229,229,229
OPAC,ASSOCIAÇÃO DE AGRICULTORES BIOLÓGICOS DO ESTADO DO RIO DE JANEIRO,230,230,230
OPAC,Associação Ecovida de Certificação Participativa,231,231,231
OPAC,Associação Ecovida de Certificação Participativa,232,232,232
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,233,233,233
Certificadora,Kiwa BCS Brasil,234,234,234
Certificadora,Kiwa BCS Brasil,235,235,235
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,236,236,236
OCS,OCS Raízes da Mata,237,237,237
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,238,238,238
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,239,239,239
OPAC,Associação Ecovida de Certificação Participativa,240,240,240
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,241,241,241
OCS,OCS. DOS AGRICULTORES FAMILIARES DE MONTE ALEGRE DE SERGIPE II,242,242,242
OCS,COOPERATIVA DAS ASSOCIAÇÕES DOS AGRICULTORES E PECUARISTA FAMILIARES DE MIRANDIBA - COOAFAM,243,243,243
OPAC,Associação Ecovida de Certificação Participativa,244,244,244
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,245,245,245
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,246,246,246
OPAC,Associação Ecovida de Certificação Participativa,247,247,247
OCS,ORGANIZAÇÃO DE CONTROLE SOCIAL SÃO FRANCISCO,248,248,248
OPAC,Associação Ecovida de Certificação Participativa,249,249,249
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,250,250,250
OCS,OCS ASSOCIAÇÃO DOS MANDALEIROS DE UBERLÂNDIA (AMU),251,251,251
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,252,252,252
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,253,253,253
OCS,NHUNGUARA ORGÂNICO,254,254,254
OCS,ASSOCIAÇÃO DE PRODUTORES E PRODUTORAS DA FEIRA AGROECOLÓGICA DE MOSSORÓ - APROFAM,255,255,255
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,256,256,256
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,257,257,257
OPAC,Associação Ecovida de Certificação Participativa,258,258,258
OPAC,CENTRO DE DESENVOLVIMENTO AGROECOLOGICO DO CERRADO-CEDAC,259,259,259
OPAC,CENTRO DE DESENVOLVIMENTO AGROECOLOGICO DO CERRADO-CEDAC,260,260,260
OCS,ASSOCIAÇÃO AGROECOLÓGICA SERTÃO DO PAJEÚ,261,261,261
OPAC,ASSOCIAÇÃO DE AGRICULTORES BIOLÓGICOS DO ESTADO DO RIO DE JANEIRO,262,262,262
OPAC,ASSOCIAÇÃO DE AGRICULTORES BIOLÓGICOS DO ESTADO DO RIO DE JANEIRO,263,263,263
OCS,ASSOCIAÇÃO DOA AGRICULTORES FAMILIARES AGROECOLÓGICOS DO ASSENTAMENTO CASTRO ALVES,264,264,264
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,265,265,265
OPAC,Associação Ecovida de Certificação Participativa,266,266,266
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,267,267,267
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,268,268,268
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,269,269,269
CERTIFICADORA,INSTITUTO DE TECNOLOGIA DO PARANÁ - TECPAR,270,270,270
OCS,ARPA - ASSOCIAÇÃO REGIONAL DOS PRODUTORES AGROECOLÓGICOS,271,271,271
OPAC,Associação Ecovida de Certificação Participativa,272,272,272
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,273,273,273
OPAC,ASSOCIAÇÃO DE AGRICULTORES E AGRICULTORAS AGROECOLOGICOS DO  ARARIPE - ECOARARIPE,274,274,274
CERTIFICADORA,INSTITUTO DE TECNOLOGIA DO PARANÁ - TECPAR,275,275,275
OCS,COMUNIDADE TERCEIRO PLANO,276,276,276
OCS,ASSOCIAÇÃO DOS MORADORES E PLANTADORES DE F. E HF. DA FAZ. BARROCA DE CIMA E ADJACÊNCIAS,277,277,277
OPAC,Associação Ecovida de Certificação Participativa,278,278,278
CERTIFICADORA,IMO CONTROL DO BRASIL LTDA,279,279,279
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,280,280,280
OPAC,COCEARGS - COOPERATIVA CENTRAL DOS ASSENTAMENTOS DO RIO GRANDE DO SUL LTDA.,281,281,281
CERTIFICADORA,IMO CONTROL DO BRASIL LTDA,282,282,282
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,283,283,283
OPAC,CENTRO DE DESENVOLVIMENTO AGROECOLOGICO DO CERRADO-CEDAC,284,284,284
OPAC,Associação Ecovida de Certificação Participativa,285,285,285
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,286,286,286
OPAC,COCEARGS - COOPERATIVA CENTRAL DOS ASSENTAMENTOS DO RIO GRANDE DO SUL LTDA.,287,287,287
OPAC,ASSOCIAÇÃO DE AGRICULTORES E AGRICULTORAS AGROECOLOGICOS DO  ARARIPE - ECOARARIPE,288,288,288
OCS,COCEARGS VIAMÃO ,289,289,289
OPAC,COCEARGS - COOPERATIVA CENTRAL DOS ASSENTAMENTOS DO RIO GRANDE DO SUL LTDA.,290,290,290
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,291,291,291
CERTIFICADORA,Cugnier Certificadora,292,292,292
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,293,293,293
OPAC,Associação Ecovida de Certificação Participativa,294,294,294
CERTIFICADORA,INSTITUTO CHÃO VIVO DE AVALIAÇÃO DA CONFORMIDADE,295,295,295
OCS,ASSOCIAÇÃO COMUNITÁRIA DE PRODUTORES RURAIS DE PALMEIDAS,296,296,296
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,297,297,297
OCS,COOPERATIVA DAS ASSOCIAÇÕES DOS AGRICULTORES E PECUARISTA FAMILIARES DE MIRANDIBA - COOAFAM,298,298,298
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,299,299,299
OPAC,ASSOCIACAO POVOS DA MATA ATLANTICA DO SUL DA BAHIA DE CERTIFICAÇÃO PARTICIPATIVA,300,300,300
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,301,301,301
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,302,302,302
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,303,303,303
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,304,304,304
OCS,ASSOCIAÇÃO DE DESENVOLVIMENTO RURAL SUSTENTÁVEL DA SERRA DA BAIXA VERDE,305,305,305
OCS,ASSOCIAÇÃO DOS AGRICULTORES/AS AGROECOLÓGICOS DE BOM JARDIM,306,306,306
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,307,307,307
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,308,308,308
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,309,309,309
OPAC,Rede Borborema de Agroecologia,310,310,310
OPAC,Rede Borborema de Agroecologia,311,311,311
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,312,312,312
OPAC,Associação Ecovida de Certificação Participativa,313,313,313
OCS,GRUPO OCS 15 DE AGOSTO,314,314,314
OPAC,Associação Ecovida de Certificação Participativa,315,315,315
OPAC,Associação Ecovida de Certificação Participativa,316,316,316
CERTIFICADORA,IMO CONTROL DO BRASIL LTDA,317,317,317
OPAC,Associação Ecovida de Certificação Participativa,318,318,318
OPAC,Associação Ecovida de Certificação Participativa,319,319,319
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,320,320,320
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,321,321,321
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,322,322,322
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,323,323,323
OCS,Associação de Moradores do Bairro São Sebastião,324,324,324
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,325,325,325
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,326,326,326
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,327,327,327
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,328,328,328
OCS,ORGÂNICOS CAMPO E CIDADE,329,329,329
OPAC,CENTRO DE DESENVOLVIMENTO AGROECOLOGICO DO CERRADO-CEDAC,330,330,330
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,331,331,331
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,332,332,332
OPAC,OPAC CERRADO,333,333,333
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,334,334,334
OPAC,Associação Ecovida de Certificação Participativa,335,335,335
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,336,336,336
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,337,337,337
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,338,338,338
CERTIFICADORA,IBD CERTIFICAÇÕES LTDA,339,339,339
CERTIFICADORA,INSTITUTO CHÃO VIVO DE AVALIAÇÃO DA CONFORMIDADE,340,340,340
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,341,341,341
CERTIFICADORA,ECOCERT BRASIL CERTIFICADORA,342,342,342
OCS,ENCANTOS DA TERRA,343,343,343
OCS,OCS PLANALTINA,344,344,344
OPAC,OPAC CERRADO,345,345,345
OPAC,Associação Ecovida de Certificação Participativa,346,346,346
OPAC,Associação Ecovida de Certificação Participativa,347,347,347
OCS,COOPERATIVA DAS ASSOCIAÇÕES DOS AGRICULTORES E PECUARISTA FAMILIARES DE MIRANDIBA - COOAFAM,348,348,348
OCS,OCS Itajubá 1,349,349,349
OCS,ORGANIZAÇÃO CENTRAL DAS ASSOCIAÇÕES DE DESENVOLVIMENTO COMUNITÁRIO - OCADECTO,350,350,350
